id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident,accident_date,accident_time,month,month_num,condition,accident_hour,month_name,cause_of_accident_normalized
183,Two killed in Jhalakathi road accident,2022-05-04 12:21:23,https://en.prothomalo.com/bangladesh/accident/two-killed-in-jhalakathi-road-accident,barisal-patuakhali highway,Jhalokati,2,1,"Bike, Battery-Run Three-Wheeler",collision,Bangladesh,event,road accident,2022-05-04,12:21:23,May,5,Moderate rain,12,May,collision
184,2 killed in road accident on Khilgaon flyover,2022-04-29 10:57:19,https://en.prothomalo.com/bangladesh/accident/2-killed-in-road-accident-on-khilgaon-flyover,khilgaon flyover,Dhaka,2,0,"Motorcycle, Lorry",lorry hit motorcyclists,Bangladesh,event,road accident,2022-04-29,10:57:19,Apr,4,Light rain,10,Apr,lorry hit motorcyclists
185,Biker killed in Chattogram road accident,2022-04-13 13:20:39,https://en.prothomalo.com/bangladesh/accident/biker-killed-in-chattogram-road-accident,near the bgb office in the bazalia area of satkania upazila,Chattogram,1,1,"Bus, Motorcycle",speeding bus,Bangladesh,event,road accident,2022-04-13,13:20:39,Apr,4,Moderate rain,13,Apr,speeding bus
187,Child death in road accidents on the rise: Road Safety Foundation,2022-04-05 17:40:42,https://en.prothomalo.com/bangladesh/accident/child-death-in-road-accidents-on-the-rise-road-safety-foundation,dhaka,Dhaka,3,0,"Truck, Motorcycle",truck accident,Bangladesh,event,road accident,2022-04-05,17:40:42,Apr,4,Partly cloudy,17,Apr,truck accident
190,"NSU student killed in ‘road accident’ on Khilkhet flyover

",2022-04-01 16:37:51,https://en.prothomalo.com/bangladesh/city/nsu-student-killed-in-road-accident-on-khilkhet-flyover,khilkhet flyover,Dhaka,1,0,,suspected road accident,Bangladesh,event,road accident,2022-04-01,16:37:51,Apr,4,Dense rain,16,Apr,suspected road accident
191,Death of a mother: Murder or accident?,2022-03-31 19:51:57,https://en.prothomalo.com/opinion/op-ed/death-of-a-mother-murder-or-accident,navy market in mirpur 14,Dhaka,1,2,"Passenger Bus, Rickshaw",reckless driving by both drivers,Bangladesh,event,road accident,2022-03-31,19:51:57,Mar,3,Dense rain,19,Mar,reckless driving by both drivers
192,Pori Moni injured in ‘accident’,2022-03-28 10:01:29,https://en.prothomalo.com/entertainment/movies/pori-moni-injured-in-accident,evercare hospital,Dhaka,0,1,,accident,Bangladesh,event,road accident,2022-03-28,10:01:29,Mar,3,Partly cloudy,10,Mar,accident
194,Road accident on Dhaka-Sylhet highway kills 3,2022-03-17 12:38:07,https://en.prothomalo.com/bangladesh/accident/road-accident-on-dhaka-sylhet-highway-kills-3,dhaka-sylhet highway,Narsingdi,3,0,"Bus, Microbus",head-on collision,Bangladesh,event,road accident,2022-03-17,12:38:07,Mar,3,Partly cloudy,12,Mar,head-on collision
195,Couple killed in Nilphamari road accident,2022-03-13 16:53:40,https://en.prothomalo.com/bangladesh/accident/couple-killed-in-nilphamari-road-accident,kazirhat,Nilphamari,2,0,Road Crash,,Bangladesh,event,road accident,2022-03-13,16:53:40,Mar,3,Clear sky,16,Mar,
196,Two killed in bike accidents in Dhaka,2022-03-11 16:42:54,https://en.prothomalo.com/bangladesh/accident/two-killed-in-bike-accidents-in-dhaka,mirpur area,Dhaka,2,2,Motorcycle,,Bangladesh,event,road accident,2022-03-11,16:42:54,Mar,3,Partly cloudy,16,Mar,
198,"Road accident kills biker in Dhaka, motorcycle missing ",2022-02-22 21:08:07,https://en.prothomalo.com/bangladesh/accident/road-accident-kills-biker-in-dhaka-motorcycle-missing,kasaibari railgate area,Dhaka,1,0,"Bus, Motorcycle",bus ran over a man riding a motorcycle,Bangladesh,event,road accident,2022-02-22,21:08:07,Feb,2,Partly cloudy,21,Feb,bus ran over a man riding a motorcycle
199,Cox's Bazar road accident: Raktim finally loses battle for life,2022-02-22 12:17:39,https://en.prothomalo.com/bangladesh/accident/coxs-bazar-road-accident-raktim-finally-loses-battle-for-life,chittagong medical college hospital,Chattogram,1,0,Pickup Van,hit by a pickup van,Bangladesh,event,road accident,2022-02-22,12:17:39,Feb,2,Clear sky,12,Feb,hit by a pickup van
200,"Woman, grandchild killed in Gazipur road accident",2022-02-12 15:58:41,https://en.prothomalo.com/bangladesh/accident/woman-grandchild-killed-in-gazipur-road-accident,mc bazar,Gazipur,2,0,"Auto-Rickshaw, Bike","collision between auto-rickshaws and a bike, leading to overturning",Bangladesh,event,road accident,2022-02-12,15:58:41,Feb,2,Clear sky,15,Feb,collision between autorickshaws and a bike leading to overturning
201,"2 killed, 10 injured in Dinajpur bus accident",2022-02-12 12:12:22,https://en.prothomalo.com/bangladesh/accident/2-killed-10-injured-in-dinajpur-bus-accident,chirirbandar,Dinajpur,2,10,Bus,fell into a roadside ditch,Bangladesh,event,road accident,2022-02-12,12:12:22,Feb,2,Clear sky,12,Feb,fell into a roadside ditch
202,Four brothers die in road accident,2022-02-08 14:06:22,https://en.prothomalo.com/bangladesh/accident/four-brothers-die-in-road-accident,malumghat area of chakaria upazila,Cox's Bazar,4,4,Pick-Up Van,the pick-up van hit them while crossing the highway.,Bangladesh,event,road accident,2022-02-08,14:06:22,Feb,2,Partly cloudy,14,Feb,the pickup van hit them while crossing the highway
203,"2 killed in Cumilla road accident

",2022-02-04 17:16:32,https://en.prothomalo.com/bangladesh/accident/2-killed-in-cumilla-road-accident,nazira bazar area of cumilla's burichang upazila,Cumilla,2,0,Motorcycle,,Bangladesh,event,road accident,2022-02-04,17:16:32,Feb,2,Moderate rain,17,Feb,
204,Gulshan restaurant manager killed in road accident,2022-02-04 13:48:47,https://en.prothomalo.com/bangladesh/accident/gulshan-restaurant-manager-killed-in-road-accident,rampura,Dhaka,1,0,"Motorcycle, Oil Tanker",oil tanker hit motorcycle,Bangladesh,event,road accident,2022-02-04,13:48:47,Feb,2,Moderate rain,13,Feb,oil tanker hit motorcycle
206,Three killed in Manikganj road accident ,2022-01-29 17:28:29,https://en.prothomalo.com/bangladesh/accident/three-killed-in-manikganj-road-accident,mahadevpur bus stand on the dhaka-aricha highway,Dhaka,3,0,"Bus, Auto-Rickshaw",bus hit an auto-rickshaw,Bangladesh,event,road accident,2022-01-29,17:28:29,Jan,1,Clear sky,17,Jan,bus hit an autorickshaw
207,Two killed in road accident in Joypurhat ,2022-01-22 16:20:57,https://en.prothomalo.com/bangladesh/accident/two-killed-in-road-accident-in-joypurhat,"joypurhat-bogura road, shalbon area",Joypurhat,2,0,"Passenger Bus, Pickup Van",collision due to dense fog,Bangladesh,event,road accident,2022-01-22,16:20:57,Jan,1,Partly cloudy,16,Jan,collision due to dense fog
209,Journalist killed in Hatirjheel road accident,2022-01-19 10:15:24,https://en.prothomalo.com/bangladesh/accident/journalist-killed-in-hatirjheel-road-accident,begunbari area of hatirjheel,Dhaka,1,0,Vehicle,run over by a speeding vehicle,Bangladesh,event,road accident,2022-01-19,10:15:24,Jan,1,Light rain,10,Jan,run over by a speeding vehicle
211,Four killed in separate bike accidents,2022-01-14 21:30:43,https://en.prothomalo.com/bangladesh/accident/four-killed-in-separate-bike-accidents,china intersection in shambhuganj,Mymensingh,3,1,"Truck, Motorcycle",truck hit motorcycle,Bangladesh,event,road accident,2022-01-14,21:30:43,Jan,1,Partly cloudy,21,Jan,truck hit motorcycle accident
213,"2 killed, 5 injured in Natore road accident",2022-01-12 11:15:28,https://en.prothomalo.com/bangladesh/accident/2-killed-5-injured-in-natore-road-accident,takia area of natore sadar upazila,Natore,2,5,"Bus, Truck, Rickshaw Van",collision,Bangladesh,event,road accident,2022-01-12,11:15:28,Jan,1,Light rain,11,Jan,collision
216,"Four killed, 10 injured in Sirajganj road accident",2021-12-31 14:01:17,https://en.prothomalo.com/bangladesh/accident/four-killed-10-injured-in-sirajganj-road-accident,hatikumrul-bonpara highway near goja bridge area,Sirajganj,4,10,"Bus, Van",bus overturned and fell on a van,Bangladesh,event,road accident,2021-12-31,14:01:17,Dec,12,Clear sky,14,Dec,bus overturned and fell on a van
220,"2 killed, 3 injured in road accident in Dinajpur",2021-12-11 12:56:25,https://en.prothomalo.com/bangladesh/accident/2-killed-3-injured-in-road-accident-in-dinajpur,dinajpur-panchagarh highway,Dinajpur,2,3,"Truck, Cycle Van",truck hit a cycle van,Bangladesh,event,road accident,2021-12-11,12:56:25,Dec,12,Clear sky,12,Dec,truck hit a cycle van
224,College student dies in Panchagarh road accident,2021-12-07 08:59:21,https://en.prothomalo.com/bangladesh/accident/college-student-dies-in-panchagarh-road-accident,panchagarh sadar upazila,Panchagarh,1,0,Motorcycle And A Three-Wheeler,head-on collision,Bangladesh,event,road accident,2021-12-07,08:59:21,Dec,12,,8,Dec,head-on collision
226,University student killed in city road accident,2021-12-04 14:12:54,https://en.prothomalo.com/bangladesh/accident/university-student-killed-in-city-road-accident,kaola area near hazrat shahjalal international airport,Dhaka,1,0,Truck,run over by a truck,Bangladesh,event,road accident,2021-12-04,14:12:54,Dec,12,Dense rain,14,Dec,run over by a truck
227,Student’s death in Rampura not merely an accident: Obaidul Quader,2021-12-02 09:03:04,https://en.prothomalo.com/bangladesh/government/students-death-in-rampura-not-merely-an-accident-obaidul-quader,"rampura, city",Dhaka,1,0,Bus,"accident news spreading, leading to arson",Bangladesh,event,road accident,2021-12-02,09:03:04,Dec,12,Partly cloudy,9,Dec,accident news spreading leading to arson
229,Two of a family killed in Keraniganj road accident,2021-11-27 22:07:40,https://en.prothomalo.com/bangladesh/accident/two-of-a-family-killed-in-keraniganj-road-accident,postogola bridge,Dhaka,2,1,Pickup Van,hit them,Bangladesh,event,road accident,2021-11-27,22:07:40,Nov,11,Clear sky,22,Nov,hit them
231,"2 killed, 8 injured in separate road accidents in Dinajpur",2021-11-19 15:46:13,https://en.prothomalo.com/bangladesh/accident/2-killed-8-injured-in-separate-road-accidents-in-dinajpur,chakarampur village,Dinajpur,2,8,,,Bangladesh,event,road accident,2021-11-19,15:46:13,Nov,11,Partly cloudy,15,Nov,
233,"Five killed, one injured in Gaibandha road accident",2021-11-19 11:35:58,https://en.prothomalo.com/bangladesh/accident/five-killed-one-injured-in-gaibandha-road-accident,bakchar area on the bogura-rangpur highway,Gaibandha,5,1,,,Bangladesh,event,road accident,2021-11-19,11:35:58,Nov,11,Partly cloudy,11,Nov,
234,Two sisters killed in Lakshmipur road accident,2021-11-13 15:14:18,https://en.prothomalo.com/bangladesh/accident/two-sisters-killed-in-lakshmipur-road-accident,palerhat area of the lakshmipur-ramganj highway,Lakshmipur,2,0,Truck,speeding truck run over,Bangladesh,event,road accident,2021-11-13,15:14:18,Nov,11,Light rain,15,Nov,speeding truck run over
235,4 including 3 of a family killed in Kurigram road accident,2021-11-12 15:47:59,https://en.prothomalo.com/bangladesh/accident/4-including-3-of-a-family-killed-in-kurigram-road-accident,nageshwari area,Kurigram,4,1,"Bus, Auto-Rickshaw",head-on collision,Bangladesh,event,road accident,2021-11-12,15:47:59,Nov,11,Partly cloudy,15,Nov,head-on collision
237,3 killed in Gazipur road accident,2021-11-05 11:32:35,https://en.prothomalo.com/bangladesh/accident/3-killed-in-gazipur-road-accident,mc bazar area,Gazipur,3,1,Pick-Up Van,ploughed into them,Bangladesh,event,road accident,2021-11-05,11:32:35,Nov,11,Partly cloudy,11,Nov,ploughed into them
238,"Mother, son killed in Gaibandha road accident",2021-11-05 09:05:41,https://en.prothomalo.com/bangladesh/accident/mother-son-killed-in-gaibandha-road-accident,gobindaganj,Gaibandha,2,0,"Truck, Motorcycle",truck hit a motorcycle,Bangladesh,event,road accident,2021-11-05,09:05:41,Nov,11,Partly cloudy,9,Nov,truck hit a motorcycle
239,School student killed in Patuakhali bike accident,2021-11-02 11:51:26,https://en.prothomalo.com/bangladesh/accident/school-student-killed-in-patuakhali-bike-accident,payra bridge in lebukhali,Patuakhali,1,3,Motorbikes,head-on collision,Bangladesh,event,road accident,2021-11-02,11:51:26,Nov,11,Partly cloudy,11,Nov,head-on collision
240,"Two killed in Sylhet road accident

",2021-10-29 20:15:38,https://en.prothomalo.com/bangladesh/accident/two-killed-in-sylhet-road-accident-2,sylhet-tamabil highway at jaintapur,Sylhet,2,0,Private Car And Cng-Run Auto Rickshaw,head-on collision,Bangladesh,event,road accident,2021-10-29,20:15:38,Oct,10,Duststorm or sandstorm,20,Oct,head-on collision
242,2 killed in Mymensingh road crash,2025-09-13 14:02:46,https://en.prothomalo.com/bangladesh/accident/xmi9mzllmi,dhaka-mymensingh highway,Mymensingh,2,15,Bus,head-on collision,Bangladesh,event,road accident,2025-09-13,14:02:46,Sep,9,,14,Sep,head-on collision
243,2 killed in Mymensingh road crash,2025-09-13 14:02:46,https://en.prothomalo.com/bangladesh/2-killed-in-Mymensingh-road-crash-3,dhaka-mymensingh highway,Mymensingh,2,15,Bus,head-on-collision,Bangladesh,event,road accident,2025-09-13,14:02:46,Sep,9,,14,Sep,headoncollision
244,2 killed in Mymensingh road crash,2025-09-13 14:02:46,https://en.prothomalo.com/bangladesh/2-killed-in-Mymensingh-road-crash,dhaka-mymensingh highway,Mymensingh,2,15,Bus,head-on collision,Bangladesh,event,road accident,2025-09-13,14:02:46,Sep,9,,14,Sep,head-on collision
245,Five killed as passenger bus plunges into Rehmatkhali canal in Lakshmipur,2025-09-06 14:45:40,https://en.prothomalo.com/bangladesh/accident/6dflb8jcub,rehmatkhali canal in the chandraganj area of lakshmipur sadar upazila,Lakshmipur,5,0,Bus,lost control and fell into the canal,Bangladesh,event,road accident,2025-09-06,14:45:40,Sep,9,,14,Sep,lost control and fell into the canal
246,Parents and two sons die together on their way home,2025-08-23 11:53:26,https://en.prothomalo.com/bangladesh/accident/wrea5pewdr,dhaka to cumilla road,Cumilla,4,0,Car,road accident,Bangladesh,event,road accident,2025-08-23,11:53:26,Aug,8,,11,Aug,road accident
247,3 killed as car crashes into motorcycle carrying 4,2025-08-22 12:42:25,https://en.prothomalo.com/bangladesh/accident/vly9kyzg80,"dhaka-bhanga expressway, nimtala area",Dhaka,3,1,"Motorcycle, Car",car crashed into motorcycle,Bangladesh,event,road accident,2025-08-22,12:42:25,Aug,8,,12,Aug,car crashed into motorcycle
248,Five killed as pickup crashes into stationary covered van in Chattogram,2025-08-18 10:03:30,https://en.prothomalo.com/bangladesh/accident/65b44w5ry2,city gate area of chattogram,Chattogram,5,0,"Pickup Van, Covered Van",pickup van lost control and rammed into the back of a stationary covered van,Bangladesh,event,road accident,2025-08-18,10:03:30,Aug,8,,10,Aug,pickup van lost control and rammed into the back of a stationary covered van
249,Tangail road crash kills 3,2025-08-07 12:52:07,https://en.prothomalo.com/bangladesh/accident/efcrowfo5t,bilaspur bot tala area,Tangail,3,1,Pickup Van And A Motorcycle,collision,Bangladesh,event,road accident,2025-08-07,12:52:07,Aug,8,,12,Aug,collision
250,7 die as microbus plunges into canal in Noakhali,2025-08-06 09:54:37,https://en.prothomalo.com/bangladesh/accident/iqomr1ds4s,alaiyapur union,Noakhali,7,0,Microbus,plunged into a roadside canal,Bangladesh,event,road accident,2025-08-06,09:54:37,Aug,8,,9,Aug,plunged into a roadside canal
252,"One dead, six injured as truck rams into bus on expressway",2025-08-01 13:58:54,https://en.prothomalo.com/bangladesh/accident/gk81rr1cwx,dhaka–mawa expressway near the kamarkhola bridge,Munshiganj,1,6,"Freight Truck, Passenger Bus",freight truck crashed into a stationary passenger bus,Bangladesh,event,road accident,2025-08-01,13:58:54,Aug,8,,13,Aug,freight truck crashed into a stationary passenger bus
256,6 killed in truck-microbus head-on collision in Natore,2025-07-23 12:31:33,https://en.prothomalo.com/bangladesh/accident/uadfdte32x,baraigram,Natore,6,2,"Truck, Microbus",head-on collision,Bangladesh,event,road accident,2025-07-23,12:31:33,Jul,7,,12,Jul,head-on collision
261,4 dead in Gazipur road crash,2025-07-19 11:11:47,https://en.prothomalo.com/bangladesh/accident/8uk6u76l8a,barachala on the mawna-kaliakoir regional road,Gazipur,4,0,Covered Van And Cng-Run Auto Rickshaw,collision between covered van and cng-run auto rickshaw,Bangladesh,event,road accident,2025-07-19,11:11:47,Jul,7,,11,Jul,collision between covered van and cngrun auto rickshaw
262,Two DNCC cleaners killed by covered van in Khilkhet,2025-07-06 12:14:49,https://en.prothomalo.com/bangladesh/accident/2k7jh7phsb,in front of the le meridian hotel,Dhaka,2,0,Covered Van,run over by a covered van,Bangladesh,event,road accident,2025-07-06,12:14:49,Jul,7,,12,Jul,run over by a covered van
263,"Bus-truck collision leaves 3 dead, 10 injured in Pabna",2025-07-04 11:17:48,https://en.prothomalo.com/bangladesh/accident/pqwc6ur0c2,dhaka-pabna highway in santhia upazila,Pabna,3,10,"Bus, Truck",head-on collision,Bangladesh,event,road accident,2025-07-04,11:17:48,Jul,7,,11,Jul,head-on collision
264,Truck runs over 3 pedestrians in Uttara,2025-06-29 12:15:51,https://en.prothomalo.com/bangladesh/accident/kflqq9523u,azampur area,Dhaka,3,0,Stone-Laden Truck,run over by a truck,Bangladesh,event,road accident,2025-06-29,12:15:51,Jun,6,,12,Jun,run over by a truck
265,4 killed as bus rams into truck on Munshiganj Expressway,2025-06-28 09:38:06,https://en.prothomalo.com/bangladesh/accident/mh87qva50k,dhaka–mawa expressway in srinagar upazila of munshiganj,Munshiganj,4,15,Passenger Bus And Truck,passenger bus slammed into the rear of a truck,Bangladesh,event,road accident,2025-06-28,09:38:06,Jun,6,,9,Jun,passenger bus slammed into the rear of a truck
266,10 killed in Mymensingh road crashes,2025-06-21 08:40:37,https://en.prothomalo.com/bangladesh/accident/wf1jxrcdkp,kodaldar area on the mymensingh-phulpur road,Mymensingh,10,8,"Cng Auto-Rickshaw, Ambulance",head-on collision,Bangladesh,event,road accident,2025-06-21,08:40:37,Jun,6,,8,Jun,head-on collision
